time,At_Q_m3ps,At_bioN_Mgps,Ms_Q_m3ps,Ms_bioN_Mgps
5/10/1988 9:00:00 AM,4332.477528576,0.0047096387563007,10052.48054016,0.0180472764448415
5/11/1988 9:00:00 AM,4190.893295616,0.0045557289930229,9684.361534464,0.0173863902651712
5/12/1988 9:00:00 AM,3907.724829696,0.0042479094664673,9401.193068544,0.0168780162808095
5/13/1988 9:00:00 AM,3879.407983104,0.00421712751381174,9089.707756032,0.0163188048980116
5/14/1988 9:00:00 AM,3964.35852288,0.00430947337177842,8806.539290112,0.0158104309136498
5/15/1988 9:00:00 AM,3879.407983104,0.00421712751381174,8636.63821056,0.0155054065230328
5/16/1988 9:00:00 AM,3851.091136512,0.00418634556115618,8608.321363968,0.0154545691245966
5/17/1988 9:00:00 AM,3737.823750144,0.00406321775053394,8580.004517376,0.0154037317261605
5/18/1988 9:00:00 AM,3596.239517184,0.00390930798725614,8608.321363968,0.0154545691245966
5/19/1988 9:00:00 AM,3681.19005696,0.00400165384522282,8523.370824192,0.0153020569292881
5/20/1988 9:00:00 AM,3652.873210368,0.00397087189256726,8381.786591232,0.0150478699371072
5/21/1988 9:00:00 AM,3567.922670592,0.00387852603460058,8268.519204864,0.0148445203433626
5/22/1988 9:00:00 AM,3596.239517184,0.00390930798725614,8041.984432128,0.0144378211558732
5/23/1988 9:00:00 AM,3482.972130816,0.0037861801766339,7673.865426432,0.0137769349762029
5/24/1988 9:00:00 AM,3171.486818304,0.00344757869742274,7419.013807104,0.0133193983902774
5/25/1988 9:00:00 AM,2944.952045568,0.00320132307617826,7164.162187776,0.0128618618043518
5/26/1988 9:00:00 AM,2916.635198976,0.00317054112352269,6796.04318208,0.0122009756246816
5/27/1988 9:00:00 AM,2775.050966016,0.00301663136024489,6626.142102528,0.0118959512340645
5/28/1988 9:00:00 AM,2944.952045568,0.00320132307617826,6456.241022976,0.0115909268434475
5/29/1988 9:00:00 AM,3029.902585344,0.00329366893414494,6399.607329792,0.0114892520465751
5/30/1988 9:00:00 AM,3001.585738752,0.00326288698148938,6399.607329792,0.0114892520465751
5/31/1988 9:00:00 AM,2944.952045568,0.00320132307617826,6427.924176384,0.0115400894450113
6/1/1988 9:00:00 AM,2888.318352384,0.0024451432084468,6512.87471616,0.00655754911471156
6/2/1988 9:00:00 AM,2803.367812608,0.00237322723172777,6569.508409344,0.00661457128092644
6/3/1988 9:00:00 AM,2888.318352384,0.0024451432084468,6484.557869568,0.00652903803160412
6/4/1988 9:00:00 AM,2916.635198976,0.00246911520068647,6484.557869568,0.00652903803160412
6/5/1988 9:00:00 AM,2916.635198976,0.00246911520068647,6427.924176384,0.00647201586538923
6/6/1988 9:00:00 AM,2746.734119424,0.00232528324724843,6286.339943424,0.00632946044985202
6/7/1988 9:00:00 AM,2690.10042624,0.00227733926276908,6116.438863872,0.00615839395120738
6/8/1988 9:00:00 AM,2548.51619328,0.0021574793015707,5946.53778432,0.00598732745256273
6/9/1988 9:00:00 AM,2406.93196032,0.00203761934037233,5691.686164992,0.00573072770459575
6/10/1988 9:00:00 AM,2293.664573952,0.00194173137141363,5550.101932032,0.00558817228905854
6/11/1988 9:00:00 AM,2180.397187584,0.00184584340245494,5380.20085248,0.0054171057904139
6/12/1988 9:00:00 AM,2095.446647808,0.00177392742573591,5210.299772928,0.00524603929176925
6/13/1988 9:00:00 AM,2152.080340992,0.00182187141021526,5125.349233152,0.00516050604244692
6/14/1988 9:00:00 AM,2152.080340992,0.00182187141021526,5012.081846784,0.00504646171001715
6/15/1988 9:00:00 AM,2123.7634944,0.00179789941797559,4898.814460416,0.00493241737758739
6/16/1988 9:00:00 AM,2038.812954624,0.00172598344125656,4842.180767232,0.00487539521137251
6/17/1988 9:00:00 AM,1925.545568256,0.00163009547229787,4700.596534272,0.0047328397958353
6/18/1988 9:00:00 AM,1953.862414848,0.00165406746453754,4587.329147904,0.00461879546340553
6/19/1988 9:00:00 AM,1925.545568256,0.00163009547229787,4502.378608128,0.00453326221408321
6/20/1988 9:00:00 AM,1897.228721664,0.00160612348005819,4417.428068352,0.00444772896476088
6/21/1988 9:00:00 AM,1840.59502848,0.00155817949557884,4332.477528576,0.00436219571543856
6/22/1988 9:00:00 AM,1783.961335296,0.00151023551109949,4247.5269888,0.00427666246611623
6/23/1988 9:00:00 AM,1812.278181888,0.00153420750333917,4162.576449024,0.00419112921679391
6/24/1988 9:00:00 AM,1727.327642112,0.00146229152662014,4134.259602432,0.00416261813368647
