Date,bwdoE_hind,bwdoW_hind
1985-09-25,4.4404062567781715,4.1714764155285655
1985-09-26,4.429310421749284,4.157094315502367
1985-09-27,4.325789416823791,4.15943674520311
1985-09-28,4.3257566716666895,4.153564452946073
1985-09-29,4.307828376369079,4.115571155328969
1985-09-30,4.513072775494929,4.202230997380935
1986-06-01,3.238337614783902,3.608449537579771
1986-06-02,3.171068827400668,3.5614745932685006
1986-06-03,3.0680345031984824,3.517239989046783
1986-06-04,2.9624190276207196,3.4239281708287934
1986-06-05,2.929023292261851,3.449134888355945
1986-06-06,2.922929567028568,3.4324603365969613
1986-06-07,2.8584457764160054,3.441451467067676
1986-06-08,2.8494295385353143,3.475066789333484
1986-06-09,2.883574917097933,3.5264141623951626
1986-06-10,2.970224914979766,3.5864476650130763
1986-06-11,2.9803383801188574,3.630895701150166
1986-06-12,2.9842861761962083,3.6685024192614346
1986-06-13,2.966110351955121,3.602949190484564
1986-06-14,2.8778238837168555,3.5787509920283207
1986-06-15,2.7861254953079215,3.4779429853488812
1986-06-16,2.7075843059681506,3.437132745032219
1986-06-17,2.6477411125851043,3.3845389351879986
1986-06-18,2.597504769956386,3.3171042964635666
1986-06-19,2.5238430972629384,3.2244247797939183
1986-06-20,2.5003254119253246,3.1353113470669767
1986-06-21,2.461189681770265,3.0344172740874114
1986-06-22,2.4317507392898126,2.978841091561262
1986-06-23,2.3974767069595027,2.9233859245398457
1986-06-24,2.370072946319143,2.886863363742901
1986-06-25,2.4701276917128236,2.8569917565050265
1986-06-26,2.6419588104807357,2.919421612256313
1986-06-27,2.778240589980472,3.230854505282098
1986-06-28,2.7477948314755705,3.2781453061741046
1986-06-29,2.6969825159636485,3.2680888438674005
1986-06-30,2.6319155676068817,3.2725449412571277
1986-07-01,2.5773937239283815,3.2587855498847733
1986-07-02,2.595255550180134,3.368333272418199
1986-07-03,2.606727187402569,3.4009255117106174
1986-07-04,2.618764396383509,3.475096978325653
1986-07-05,2.5509913330879868,3.445176625507349
1986-07-06,2.4871869232845127,3.4512509721212754
1986-07-07,2.470939214883074,3.3921460066743987
1986-07-08,2.393680615798679,3.306434826500365
1986-07-09,2.3529446176147712,3.23875744752354
1986-07-10,2.3381930478795057,3.1544063833810476
1986-07-11,2.357787731794404,3.1333623478868646
1986-07-12,2.4210820811627998,3.2961505624833416
1986-07-13,2.4498391327454967,3.379612006064692
1986-07-14,2.451236934920183,3.384600788339663
1986-07-15,2.4244024269074957,3.3737154207862776
1986-07-16,2.3672241793504796,3.317831436007719
1986-07-17,2.3166779818538594,3.2738609651682427
1986-07-18,2.3031774284443993,3.270578770355314
1986-07-19,2.259819215649897,3.2261576350215457
1986-07-20,2.2634259192892157,3.1880629382743817
1986-07-21,2.2665345259667165,3.2115208510917244
1986-07-22,2.267613935840705,3.24656515126162
1986-07-23,2.24440918364137,3.1571350481756024
1986-07-24,2.2365948345747535,3.195224888873166
1986-07-25,2.228508599897469,3.1924752848675744
1986-07-26,2.228415557638531,3.279555141854043
1986-07-27,2.2373302911720994,3.346333125554791
1986-07-28,2.283455874899632,3.5324517429761717
1986-07-29,2.3564751874249756,3.7072262698609735
1986-07-30,2.3784967531277728,3.804727809918668
1986-07-31,2.433244020769141,3.9079447855796956
1986-08-01,2.4591451454330153,3.9823723804065847
1986-08-02,2.4677612789339656,4.099113091430654
1986-08-03,2.5251431378484206,4.158618586755176
1986-08-04,2.4857193688732684,4.114078992164868
1986-08-05,2.466321534036383,4.059832901230397
1986-08-06,2.4378969261020877,4.050201480080682
1986-08-07,2.3786500989540706,4.07738853310956
1986-08-08,2.3781558454872487,4.076034801821737
1986-08-09,2.3466449802453733,4.054647650498517
1986-08-10,2.336768606808818,4.0753452053560455
1986-08-11,2.3066230757284565,4.0454516534486755
1986-08-12,2.2731455764187816,3.990136183284197
1986-08-13,2.2481072831135664,3.9351182837214718
1986-08-14,2.234326358400549,3.8754363212782095
1986-08-15,2.234766570310465,3.925319189920362
1986-08-16,2.2622957247572106,4.033767238291806
1986-08-17,2.270572861586958,4.172062481374655
1986-08-18,2.322559480934091,4.271181871588548
1986-08-19,2.385385790940132,4.331567116392384
1986-08-20,2.3715092898583463,4.270795399855209
1986-08-21,2.35722173051263,4.2195518514042964
1986-08-22,2.366701032973546,4.206356956359378
1986-08-23,2.4059563508244013,4.2034095879994595
1986-08-24,2.4438628524208768,4.30105749953755
1986-08-25,2.418097995463489,4.248996873476582
1986-08-26,2.4086334392252593,4.213041413568322
1986-08-27,2.3875163643567223,4.1292793355061885
1986-08-28,2.393429566281168,4.013287880069087
1986-08-29,2.394604332673176,3.979827606510328
1986-08-30,2.449303959073711,3.9683585584791388
1986-08-31,2.5153448900995343,3.966807942040402
1986-09-01,2.5819499492340325,3.9696416466258424
1986-09-02,2.5764191151128593,3.9256462649861414
1986-09-03,2.6473042058124143,3.885990592720819
1986-09-04,2.6563474824950104,3.899244053704482
1986-09-05,2.6245363166837508,3.8935685735181482
1986-09-06,2.6357912396756875,3.9058080611594126
1986-09-07,2.6115964959326448,3.8981717452501687
1986-09-08,2.5814534585541233,3.8356835840346037
1986-09-09,2.578461654645261,3.828384126181376
1986-09-10,2.6163908942511456,3.7695955230766818
1986-09-11,2.6503162267060927,3.866310880730276
1986-09-12,2.7095990440732844,3.9640931305788456
1986-09-13,2.720136606529431,3.975886458815139
1986-09-14,2.72513153051619,3.930036653575266
1986-09-15,2.749830835431835,3.9051535394870815
1986-09-16,2.7541044547618125,3.8975804410551538
1986-09-17,2.8196877799663045,3.839435953615677
1986-09-18,2.821085587095866,3.8153994807670606
1986-09-19,2.9271954469010897,3.8746463725129914
1986-09-20,3.0305808338205362,3.8983657913173877
1986-09-21,3.1099925990699147,3.901474745487744
1986-09-22,3.169577252069514,3.914872590722603
1986-09-23,3.2086362050916883,3.873597590338446
1986-09-24,3.2141213996331324,3.86535874987067
1986-09-25,3.2903815836874926,3.9719906139947403
1986-09-26,3.360722930945959,4.072198342890077
1986-09-27,3.4856206139488615,4.122928078851753
1986-09-28,3.556385642144009,4.134442246796617
1986-09-29,3.634502543128533,4.189626060570204
1986-09-30,3.7414689668687804,4.227362421129559
1987-06-01,2.702652066166958,4.451223839421087
1987-06-02,2.6939028714880235,4.4094975860839405
1987-06-03,2.6919076271053455,4.340689969602686
1987-06-04,2.6833914620177666,4.321991615483883
1987-06-05,2.6409767325512843,4.24928434210633
1987-06-06,2.635022198433449,4.18271729199266
1987-06-07,2.625087178725397,4.119254585720065
1987-06-08,2.811737985183349,4.060789007984524
1987-06-09,2.970530026193652,4.036758682428361
1987-06-10,3.1069475275802705,4.0188341762902375
1987-06-11,3.2048038385031408,3.9886278403191717
1987-06-12,3.3149356019793985,4.020654178585182
1987-06-13,3.2961919614525823,4.028819460552761
1987-06-14,3.2762985180798174,4.013330997441446
1987-06-15,3.3268511094546844,3.965677260518277
1987-06-16,3.341505878826945,3.934733755951739
1987-06-17,3.35970569623195,3.9188407847664535
1987-06-18,3.3279591696006534,3.849954768591425
1987-06-19,3.2971172466798553,3.8087153083033045
1987-06-20,3.2031344550353436,3.7923706571755544
1987-06-21,3.143621906524218,3.745917420996509
1987-06-22,3.1016614042556174,3.6777939464270815
1987-06-23,3.0382516549802463,3.62245851934965
1987-06-24,2.984748026170649,3.5410718686236566
1987-06-25,2.886285658793526,3.470102629629932
1987-06-26,2.8442630096147568,3.4842598474100157
1987-06-27,2.819226466910063,3.4199140029659016
1987-06-28,2.854134833318081,3.416818651041291
1987-06-29,2.9572206390275397,3.3776149623862337
1987-06-30,3.0005862532257153,3.393846761704264
1987-07-01,2.9685758745606328,3.4139842815225463
1987-07-02,2.954470641952171,3.4932089163364735
1987-07-03,2.9165716916945854,3.4644032136386516
1987-07-04,2.8669740089827456,3.475921027727334
1987-07-05,2.8701737058923,3.5858996409232877
1987-07-06,2.819089742615565,3.618564688228911
1987-07-07,2.903305116319327,3.644898956720471
1987-07-08,2.934834170168454,3.6838317048811704
1987-07-09,2.953003117438463,3.7171872521107865
1987-07-10,2.8729329637258854,3.6941717400836014
1987-07-11,2.8746503603137286,3.659074997429941
1987-07-12,2.781837062489751,3.6375602584890756
1987-07-13,2.728396047497606,3.603733098304758
1987-07-14,2.7310416603177985,3.5922424476926014
1987-07-15,2.713145754254929,3.5211899364139136
1987-07-16,2.7026005331518452,3.4407954506913705
1987-07-17,2.683110458080695,3.381581480501834
1987-07-18,2.682074273351346,3.336582004418331
1987-07-19,2.781184093314715,3.3590464649961103
1987-07-20,2.989961871101003,3.3920400214250375
1987-07-21,3.1479290928522614,3.402376818240762
1987-07-22,3.143944762593395,3.4058934236261305
1987-07-23,3.1173364413039644,3.3475578595656263
1987-07-24,3.1374936662385484,3.297494477071413
1987-07-25,3.1169852091701644,3.3190902219092133
1987-07-26,3.1016312774626678,3.2452952695918307
1987-07-27,3.0070766459848817,3.1882901966632917
1987-07-28,2.9203912572740856,3.162527891543881
1987-07-29,2.8222970362223863,3.1243589361757005
1987-07-30,2.7693899951936305,3.0898959884036405
1987-07-31,2.6992685647836856,3.090775430533229
1987-08-01,2.7124127989562266,3.093238972436144
1987-08-02,2.6760068598363023,3.1067516720673414
1987-08-03,2.6854149302079247,3.1310177481737673
1987-08-04,2.7065167560265606,3.165967870490557
1987-08-05,2.7023717410199324,3.2380663446554205
1987-08-06,2.76649628863008,3.3023612790055408
1987-08-07,2.7635860199130353,3.407722988312753
1987-08-08,2.7303245285759363,3.4239594422296955
1987-08-09,2.722595839167585,3.4593936686183895
1987-08-10,2.760968561842251,3.4984629874571462
1987-08-11,2.8747112145883524,3.630016503877655
1987-08-12,2.964606689460992,3.8328307513410116
1987-08-13,3.048850122829902,3.9840924401360045
1987-08-14,3.1381598351801276,4.064691371821043
1987-08-15,3.194218409628058,4.141391014618826
1987-08-16,3.1944776896952587,4.161132635844561
1987-08-17,3.1402868060292586,4.2122202118268355
1987-08-18,3.1093551262430665,4.247556472026979
1987-08-19,3.082617957636736,4.2338478652794445
1987-08-20,3.0010275931404045,4.216687575474294
1987-08-21,2.949532746199095,4.211179636005406
1987-08-22,2.881312985502259,4.141978061418623
1987-08-23,2.83481228642604,4.070419011870411
1987-08-24,2.7794620286637834,3.990948217895626
1987-08-25,2.7616483565859844,3.8945607754810556
1987-08-26,2.7953113596329824,3.8811539003680773
1987-08-27,2.7866055199132522,3.8923801720908466
1987-08-28,2.7801661214602897,3.924733011571213
1987-08-29,2.737505934943659,3.859162330965897
1987-08-30,2.725041722981757,3.789083865003579
1987-08-31,2.71183865161185,3.7208337886907468
1987-09-01,2.7829054815616305,3.7541372945130034
1987-09-02,2.900859202930621,3.746273572507758
1987-09-03,2.9288451172463073,3.729613175970345
1987-09-04,2.955645748579842,3.7454280337748487
1987-09-05,3.0002120401879098,3.7168811609355354
1987-09-06,3.1357002244474823,3.753164952264239
1987-09-07,3.092185442727049,3.759685882789717
1987-09-08,3.0385488979093513,3.7170058896020217
1987-09-09,3.0107609071837382,3.7435481097906598
1987-09-10,3.012436329112871,3.763346263894764
1987-09-11,3.0169286689936055,3.828522700262097
1987-09-12,3.1311629720325764,3.909145020754027
1987-09-13,3.148783867374393,3.901226424552485
1987-09-14,3.153123605934841,3.86999572661157
1987-09-15,3.1125215317789148,3.8205785143020736
1987-09-16,3.1108277408541243,3.8592328101829803
1987-09-17,3.132608757684776,4.019985777793231
1987-09-18,3.1051183292758955,4.095920911786774
1987-09-19,3.074177510438677,4.105057204196586
1987-09-20,3.0824041948765433,4.079541009001063
1987-09-21,3.09705926809383,4.081051504217015
1987-09-22,3.1843677337711793,4.092438366483004
1987-09-23,3.2152773080494685,4.113443097241688
1987-09-24,3.2788155723681256,4.107127146034065
1987-09-25,3.2786728759747077,4.06285695738111
1987-09-26,3.1987716029606834,4.01475369169574
1987-09-27,3.2045743328281597,3.9590733781265217
1987-09-28,3.2427201135259716,3.9716586208209086
1987-09-29,3.243122564487471,3.941971905733446
1987-09-30,3.229573882783419,3.916539690407032
1988-06-01,3.3462130229101334,4.993139540772168
1988-06-02,3.3442769303468376,4.931463598946161
1988-06-03,3.245495908696298,4.849414881427905
1988-06-04,3.185767820653902,4.79840883167215
1988-06-05,3.1792585891831227,4.717694412540488
1988-06-06,3.1872422160900302,4.610968144668243
1988-06-07,3.2073172617495938,4.509183412464609
1988-06-08,3.13427652507056,4.425711587920028
1988-06-09,3.073256524364284,4.38391617431038
1988-06-10,3.1263273720484945,4.483351227864752
1988-06-11,3.1441027732026403,4.369013685005875
1988-06-12,3.196604598789863,4.278657440591663
1988-06-13,3.2341560359063153,4.221326705868553
1988-06-14,3.492824641302567,4.252859974148286
1988-06-15,3.6916673737592953,4.332851502842867
1988-06-16,3.787313881713918,4.327535719397403
1988-06-17,3.7298157724657655,4.220228694580037
1988-06-18,3.685217313567311,4.199318604966508
1988-06-19,3.6792642282601995,4.0960158073196995
1988-06-20,3.663497681266329,4.063215842187139
1988-06-21,3.7295642038554995,4.048749882732022
1988-06-22,3.8050493645503503,4.027371450031335
1988-06-23,3.8828286145191457,3.9878191348803003
1988-06-24,3.9827448475428353,3.9577284810657534
1988-06-25,4.292151972310057,3.977950495654043
1988-06-26,4.365010538618232,4.081241989857669
1988-06-27,4.2771617197986425,4.036428738127814
1988-06-28,4.095839619635281,4.03978649814904
1988-06-29,3.9213565898043097,4.046167488049222
1988-06-30,3.808713634785577,4.0882710389021
1988-07-01,3.7040379343436163,4.120864679917279
1988-07-02,3.640801372947706,4.228192966984567
1988-07-03,3.6345178183589066,4.2681258453757565
1988-07-04,3.6207100779464243,4.256233441317501
1988-07-05,3.5768070691145564,4.252428933107231
1988-07-06,3.59722671888441,4.213748504433484
1988-07-07,3.758552327295276,4.226291665805148
1988-07-08,4.022978575884196,4.307770124843091
1988-07-09,4.282041578392034,4.386962763603548
1988-07-10,4.466960264729351,4.381879163018111
1988-07-11,4.462257593420066,4.385639529706869
1988-07-12,4.405415319807349,4.4173402607747505
1988-07-13,4.404641475460822,4.474165790512389
1988-07-14,4.377916951999764,4.496630675067367
1988-07-15,4.336727447384476,4.512420406689095
1988-07-16,4.292906907314471,4.519388557797314
1988-07-17,4.257745412835403,4.504231056276171
1988-07-18,4.197731337923003,4.489493610116258
1988-07-19,4.197725058521286,4.54030387341012
1988-07-20,4.160240992198448,4.514884561283894
1988-07-21,4.029647663665806,4.487538815448175
1988-07-22,3.937742310251996,4.437840152050744
1988-07-23,3.925271963817556,4.421809138975012
1988-07-24,3.8666277202594257,4.384270766316152
1988-07-25,3.7612990375741853,4.3185451901847545
1988-07-26,3.6817371736756344,4.357585502980902
1988-07-27,3.6751056556370933,4.322070722699868
1988-07-28,3.6393077219987218,4.294308078459731
1988-07-29,3.5805635002782057,4.248513799839345
1988-07-30,3.6151915388845697,4.24454144036922
1988-07-31,3.5851651500297885,4.2057088457476794
1988-08-01,3.5952125874976444,4.150909483535713
1988-08-02,3.617304131791788,4.16852575726909
1988-08-03,3.724028156913869,4.195938963812366
1988-08-04,3.744811413600351,4.229270505425474
1988-08-05,3.6558391588155086,4.181690793765804
1988-08-06,3.630289201156902,4.196852560218685
1988-08-07,3.775905562327032,4.2641490743747035
1988-08-08,4.089662186071382,4.488786638346418
1988-08-09,4.276895804386724,4.63917793027045
1988-08-10,4.433487319546931,4.71298031458607
1988-08-11,4.4297976676904325,4.718214245656521
1988-08-12,4.381204535912205,4.7557006932378405
1988-08-13,4.319940646133055,4.759835189182219
1988-08-14,4.327277981767105,4.749572226310933
1988-08-15,4.332622030443495,4.743504012379595
1988-08-16,4.265033340272724,4.68863179742049
1988-08-17,4.234406339907384,4.6699315234942596
1988-08-18,4.193849468573608,4.607127918957728
1988-08-19,4.113819943980105,4.60671698758161
1988-08-20,3.9988186816773954,4.511880871150922
1988-08-21,3.879439770746267,4.5345338916307005
1988-08-22,3.7668383881433924,4.546832082791856
1988-08-23,3.633472032423952,4.479268898673702
1988-08-24,3.5715032921661214,4.464828911106795
1988-08-25,3.501612039053564,4.443418261004444
1988-08-26,3.4663045452785703,4.366298708175897
1988-08-27,3.4399964487790875,4.2935255723126815
1988-08-28,3.4137217502907355,4.234508358015967
1988-08-29,3.5306307909882633,4.318125988206061
1988-08-30,3.554179526906402,4.284543840627171
1988-08-31,3.5898603903982873,4.302596566373192
1988-09-01,3.736292611310966,4.397078012653539
1988-09-02,3.964004963568564,4.453917405517296
1988-09-03,4.166325233802444,4.528949829390243
1988-09-04,4.323858243561503,4.568606731032976
1988-09-05,4.416897311290548,4.6221535639183475
1988-09-06,4.526213515724886,4.6637994050203115
1988-09-07,4.580089910066087,4.68708702321961
1988-09-08,4.613658368194391,4.6879941485397945
1988-09-09,4.6743316119612475,4.69608347253349
1988-09-10,4.883711450151108,4.798875156722713
1988-09-11,4.913174148313458,4.8406739157110055
1988-09-12,4.865732016310308,4.818013274016425
1988-09-13,4.837715805988264,4.760001068047956
1988-09-14,4.818194645311917,4.746652757668913
1988-09-15,4.813743718810688,4.7147683490189145
1988-09-16,4.9159453617273625,4.694612708140814
1988-09-17,4.988096513102094,4.70678408235057
1988-09-18,5.040879181572753,4.746494757813155
1988-09-19,5.070522239916822,4.770854679475312
1988-09-20,5.050142491057029,4.7780909331284285
1988-09-21,4.995284189065388,4.730746827010107
1988-09-22,4.960840666172129,4.682570821754449
1988-09-23,4.8658190022655115,4.583009192314998
1988-09-24,4.786732363320986,4.5499403355675385
1988-09-25,4.72268919851231,4.545998308611674
1988-09-26,4.644889449604162,4.542925010226593
1988-09-27,4.560670187564979,4.457357079999306
1988-09-28,4.431474670359519,4.362024195422443
1988-09-29,4.257183759304047,4.285661935298952
1988-09-30,4.214882494028043,4.295706832158858
1989-06-01,3.1738350724742297,4.449098531501368
1989-06-02,3.178630294712647,4.433293983756327
1989-06-03,3.1475848663617203,4.419902702147169
1989-06-04,3.146818035418556,4.406144857775005
1989-06-05,3.2023523528189313,4.3904141591596355
1989-06-06,3.211272444599933,4.376220710834629
1989-06-07,3.1768314194733804,4.293099546779031
1989-06-08,3.238268933325551,4.330547430452109
1989-06-09,3.2068361620015637,4.275464128544526
1989-06-10,3.2025770344321347,4.169021889475861
1989-06-11,3.172071565482339,4.1300659687062
1989-06-12,3.1662321155329165,4.148281792250456
1989-06-13,3.145547338105377,4.180510078270269
1989-06-14,3.152354796004226,4.192791715261837
1989-06-15,3.1767154860882085,4.176830917748062
1989-06-16,3.115359242744774,4.139314412704748
1989-06-17,3.12290230136502,4.120289482762767
1989-06-18,3.121723325873512,4.095865956338047
1989-06-19,3.106691955761096,4.050953827319481
1989-06-20,3.094895989457807,4.022526674540674
1989-06-21,3.0806331092844834,3.9614242244982365
1989-06-22,3.052377486922369,3.9241425014981037
1989-06-23,3.061161727125634,3.890430772875137
1989-06-24,3.143094407573875,3.9612355320450208
1989-06-25,3.1477925353628273,3.9281297006139066
1989-06-26,3.2083999754452392,3.896068119745232
1989-06-27,3.2839314790388636,3.9937327190199374
1989-06-28,3.4203275197992156,4.08904810358462
1989-06-29,3.452956706107064,4.071253761496129
1989-06-30,3.4276834410523516,4.020161820762888
1989-07-01,3.369579031125439,3.9776230037431333
1989-07-02,3.3262504765572203,3.9878095666164257
1989-07-03,3.305814891079482,3.9871638758276085
1989-07-04,3.277385942295055,3.945283316313561
1989-07-05,3.2423719878340216,3.9178541692298716
1989-07-06,3.228858631203634,3.8982104998935747
1989-07-07,3.226993275375088,3.8087395509357327
1989-07-08,3.1314637297372228,3.790576626280662
1989-07-09,3.070490675084886,3.672415298497771
1989-07-10,3.0369483709396885,3.6111889882061856
1989-07-11,3.077132948114824,3.592945167655528
1989-07-12,3.0225255219342793,3.595469029927159
1989-07-13,2.9450491234980327,3.5763244500118874
1989-07-14,2.901952468734656,3.592101272042838
1989-07-15,2.957306952252346,3.6787102875134963
1989-07-16,2.9648065242584796,3.7386494633998035
1989-07-17,2.9696352276213287,3.825300959570806
1989-07-18,2.9484680063227637,3.8310523705695743
1989-07-19,2.930456085269558,3.8518497833737175
1989-07-20,2.9295037498358103,3.9095662158636304
1989-07-21,2.9664169030599763,3.9302214558245727
1989-07-22,2.931777268588958,3.8942740455191944
1989-07-23,2.93551411122386,3.840453343425903
1989-07-24,2.9377488930769182,3.825209314907088
1989-07-25,2.9448564043093217,3.8057773944913453
1989-07-26,2.9554523030280837,3.7747154981803037
1989-07-27,2.9634795661194717,3.762556409615429
1989-07-28,2.9232363188669477,3.7127265697658025
1989-07-29,2.8820795400439447,3.6522535064753767
1989-07-30,2.8449453075955384,3.595798794468801
1989-07-31,2.830114303538263,3.543667077718395
1989-08-01,2.9573716914903287,3.6336706512968378
1989-08-02,3.128059936721788,3.9912914069842773
1989-08-03,3.140328787238016,4.048080009806832
1989-08-04,3.1303596724952607,3.9928748585630576
1989-08-05,3.1142814519701973,4.018101099508973
1989-08-06,3.1059624829370125,4.027001726109064
1989-08-07,3.0419225737309437,4.022062028398937
1989-08-08,3.0600438979798708,4.032725801595292
1989-08-09,3.0428735648611003,4.003002451435542
1989-08-10,3.013255083277281,3.978014180195091
1989-08-11,3.0045002350338383,3.90538678320484
1989-08-12,2.958797378441896,3.863290757211711
1989-08-13,2.92307475195016,3.767478044171002
1989-08-14,2.9787699523137556,3.7089693216243385
1989-08-15,2.958175101242662,3.6089102890134512
1989-08-16,2.9186638454945486,3.5135605709363773
1989-08-17,2.8852272604105336,3.4471394802822397
1989-08-18,2.877630226106799,3.4486681585908276
1989-08-19,2.8590224645836684,3.4324932847827903
1989-08-20,2.838650851831017,3.4273141831470557
1989-08-21,2.8666491452842577,3.4457417534233445
1989-08-22,2.9255728676084276,3.4702874239281214
1989-08-23,2.983323013443563,3.4904346572992484
1989-08-24,3.02975892248481,3.533017599518064
1989-08-25,3.0029709272110776,3.6025141370249747
1989-08-26,3.0044468322288083,3.6368853052337546
1989-08-27,3.007295504699534,3.644280169340331
1989-08-28,2.9769314380223664,3.634493117143837
1989-08-29,2.9557980926205136,3.6201184364144727
1989-08-30,2.949592464364864,3.6401055961194997
1989-08-31,2.9623860855611732,3.589717363879079
1989-09-01,3.016864167832602,3.7162642177403518
1989-09-02,3.0051793495482775,3.7898719006779835
1989-09-03,3.0270825050580665,3.789501641266771
1989-09-04,3.045862934583426,3.8082925206066465
