"","outp_tim","spgAtQ","spgAtN","spgMsQ","spgMsN","spgWwi","smrAtQ","smrWwi","smr14wi2W","smr14wi2E"
"645",1990-07-05,10053.7390666752,28050.46586475,23535.0750974976,121912.03083687,-3.01595567983333,12347.5254335158,-0.9993579125,22.54700645,22.9648782
"646",1990-07-06,10062.2341206528,28097.1571252677,23561.5041543168,121728.752766353,-2.97846347916667,12271.780406234,-1.0026411975,22.72989401,26.19264381
"647",1990-07-07,10083.6290714112,28179.1730139256,23598.945318144,121603.352755414,-2.94095292183333,12199.4760280543,-0.939242104833333,22.27679183,24.42952399
"648",1990-07-08,10107.8557068288,28268.9450650991,23650.859536896,121556.109009111,-2.89966054566667,12126.8976158753,-0.857452699666667,23.30983813,23.21998735
"649",1990-07-09,10134.9140269056,28366.7332593786,23724.4833380352,121624.889334562,-2.7807216,12047.8743300096,-0.836772836,21.92325398,22.74090687
"650",1990-07-10,10172.9844539904,28494.9053538027,23814.467983872,121779.76937864,-2.71872890783333,11958.7320849854,-0.863552779833333,20.52967715,22.37079927
"651",1990-07-11,10220.1791983104,28648.25624436,23916.4086316032,121996.664574286,-2.80208709133333,11857.6845851037,-0.828557771,22.06258065,21.48362286
"652",1990-07-12,10278.0714180096,28831.214434282,24038.8003352064,122321.794190653,-2.76765227083333,11747.4417221351,-0.8117851145,22.93444893,20.88200568
"653",1990-07-13,10340.368480512,29026.5530079646,24188.2503588864,122786.687215179,-2.6373317755,11626.1563039364,-0.817814425833333,22.88580712,23.62163339
"654",1990-07-14,10412.4191235072,29248.9792212251,24365.3879659008,123393.438678144,-2.6247174595,11499.5830444924,-0.700580310166667,22.77951899,23.2923401
"655",1990-07-15,10494.8526102528,29500.7889581102,24563.291260416,124108.965584015,-2.719933781,11362.1194709289,-0.529951824,21.60322705,25.40213411
"656",1990-07-16,10580.7470449152,29762.3294286741,24775.0383465984,124897.313111939,-2.72961566,11219.3883549349,-0.502825844666667,20.48998736,23.37592165
"657",1990-07-17,10672.9341121536,30041.2969282812,24994.6512235008,125728.136324413,-2.68902063033333,11068.5580118511,-0.599786124666667,22.59654578,23.24723043
"658",1990-07-18,10769.5260221952,30332.1277807517,25217.72504832,126578.805006387,-2.67481238683333,10916.5097398817,-0.698112050833333,33.46352831,24.8890622
"659",1990-07-19,10862.3423526912,30612.2943051761,25436.7086619648,127411.204179858,-2.56288726333333,10763.8525034694,-0.811130556333333,35.12694272,28.52512601
"660",1990-07-20,10952.6416301568,30885.5513910091,25651.6020644352,128225.858777134,-2.39638797166667,10611.6012433524,-0.879328416333333,32.53759787,27.82445601
"661",1990-07-21,11038.850696448,31147.5033988784,25858.9443078144,129004.045772436,-2.27740698983333,10463.7243778164,-0.933961671833333,30.08882445,28.31042327
"662",1990-07-22,11122.5427097088,31402.3487850007,26057.1622339584,129736.955069469,-2.256641432,10319.4201036783,-0.94583235,28.96786171,26.69460868
"663",1990-07-23,11207.8078811136,31661.3984879068,26236.1876307456,130373.229472357,-2.25742626233333,10176.5874936105,-0.886542761333333,31.1542123,26.20223685
"664",1990-07-24,11279.54389248,31883.25783908,26401.6838674944,130940.923514823,-2.1574973145,10036.1805919067,-0.811599322166667,31.49113145,26.80489498
"665",1990-07-25,11345.3019028992,32088.9268560198,26562.4606298112,131483.383469523,-2.02511577566667,9902.6651378143,-0.747466697333333,30.61395437,25.74894383
"666",1990-07-26,11415.7793877504,32308.2070909627,26712.8545483776,131971.689331609,-1.89119776866667,9763.15138395995,-0.705444308666667,29.71584408,24.22669624
"667",1990-07-27,11481.2227665408,32513.6625881553,26859.7875190272,132440.525963417,-1.83630115716667,9631.91954652821,-0.704294735833333,27.02873892,22.25979582
"668",1990-07-28,11542.5759341568,32708.0013996888,27004.832699904,132898.841167216,-1.9003487705,9501.53010990906,-0.715031707833333,24.56322106,19.98265855
"669",1990-07-29,11598.894995712,32888.6469289091,27149.563249152,133354.423422855,-1.976984147,9375.0786433536,-0.672642121333333,21.99605903,17.75194419
"670",1990-07-30,11657.4164786688,33075.8583866785,27290.5182188544,133790.666694844,-2.03794513433333,9245.67369925037,-0.546207310666667,20.07866038,17.24340123
"671",1990-07-31,11719.3989095424,33242.4029339569,27428.9561355264,134481.621605021,-2.0188241155,9110.85912101326,-0.4686030795,17.83199322,15.40567178
"672",1990-08-01,11779.808182272,33449.6191588211,27568.3379470848,135620.104253567,-1.96430847383333,8974.36989055835,-0.402211871166667,16.01811723,13.30590926
"673",1990-08-02,11842.4198764032,33661.837728968,27702.3710209536,136717.088827141,-1.83771363633333,8832.49132478431,-0.40026001,14.28355837,11.10965216
"674",1990-08-03,11897.1657798144,33847.9672457492,27833.5724101632,137793.933827962,-1.75198461116667,8695.51492277512,-0.4041754115,15.11875066,11.50503068
"675",1990-08-04,11948.4507353088,34021.7345156652,27965.7176942592,138870.825728191,-1.774126333,8564.71950986075,-0.375928634333333,17.69790873,11.81498013
"676",1990-08-05,12001.3088489472,34199.4099429117,28095.6605569536,139926.448516736,-1.7018749385,8429.8744834015,-0.391020855166667,20.08404597,11.39192475
"677",1990-08-06,12051.964541184,34368.3194041242,28222.7717349888,140961.369769274,-1.58445065366667,8292.64434620779,-0.374288814666667,19.80257242,10.09529101
"678",1990-08-07,12107.025076224,34551.3430971594,28338.2415427584,141925.324917203,-1.47733330083333,8146.36093763055,-0.355509321166667,18.49693469,9.591205586
"679",1990-08-08,12158.939294976,34725.4227633944,28439.2382956032,142806.161292174,-1.5089967585,7993.98788462493,-0.366361101833333,19.22942791,9.389342139
"680",1990-08-09,12203.9316178944,34878.5761204772,28529.5375730688,143622.978318544,-1.59306889266667,7840.92467191742,-0.337537656,19.25331019,9.340661958
"681",1990-08-10,12242.316676608,35010.942084654,28607.88084864,144373.908155139,-1.5212511155,7686.1868069921,-0.2856053135,18.36782143,9.379055252
"682",1990-08-11,12271.2627864576,35113.954233342,28677.099806976,145070.689021848,-1.425097985,7537.96486160516,-0.240366208,17.77462186,10.86527861
"683",1990-08-12,12292.3431055872,35193.0773661491,28720.2043401216,145628.226110522,-1.38617220816667,7391.17398265889,-0.209340325166667,17.93137021,10.22450767
"684",1990-08-13,12302.09668608,35237.6546158382,28720.5189717504,145965.419650387,-1.29066999083333,7246.67686978064,-0.2119263805,17.82468452,9.256041201
"685",1990-08-14,12296.4333167616,35237.4604056061,28693.1460200448,146155.414978225,-1.1885958325,7102.45379090168,-0.224118713833333,17.55150761,8.401598011
"686",1990-08-15,12283.8480516096,35216.5785741935,28644.063485952,146228.456508755,-1.13310273783333,6960.62597216454,-0.232834413833333,17.38639752,8.333456896
"687",1990-08-16,12260.8799427072,35165.282783347,28577.990843904,146209.659672104,-1.18044095883333,6820.95997719948,-0.1923369665,16.83231857,8.405376762
"688",1990-08-17,12234.450885888,35102.2750818315,28498.3890418176,146118.034502096,-1.15562161516667,6686.96750096021,-0.1189090775,16.51001989,7.452100576
"689",1990-08-18,12208.6510923264,35040.7144297633,28404.943448064,145948.056369165,-1.14417410866667,6555.43118130705,-0.083706828,17.08328503,7.104073695
"690",1990-08-19,12173.097718272,34950.6400207492,28308.6661696512,145755.81022934,-1.14437038016667,6429.77136852728,-0.0708783698333333,19.10843145,6.77704771
"691",1990-08-20,12129.3639218688,34836.8905411033,28209.5572065792,145543.433299537,-1.15874772266667,6310.9319575073,-0.0285751393333333,21.18047106,6.621133834
"692",1990-08-21,12083.7423356928,34718.0389444493,28104.1556109312,145293.979005449,-1.162665666,6192.80300500397,0.021037829,20.63956126,6.74342156
"693",1990-08-22,12036.5475913728,34594.8260374242,27987.1126450176,144985.26676451,-1.05990826466667,6071.98445954477,0.0294089726666666,19.68367131,7.358539597
"694",1990-08-23,11978.9700033024,34442.6970265132,27853.0795711488,144594.508369424,-0.933459001333333,5956.63644466374,0.00530391933333333,18.1825061,7.839742425
"695",1990-08-24,11913.8412561408,34267.8141726696,27705.5173372416,144144.380663118,-0.874904225666667,5844.92191762498,0.085868439,18.61261381,11.15135365
"696",1990-08-25,11839.9028233728,34069.120212064,27536.8747842048,143589.674304184,-0.799190953333333,5730.91362451819,0.221563005,22.72571707,18.7391299
"697",1990-08-26,11756.210810112,33842.6043355248,27348.0958069248,142940.072107497,-0.777565201666667,5622.86303354385,0.347762802333333,24.89504089,24.48998236
"698",1990-08-27,11671.5749019648,33614.3779788442,27129.4268249088,142142.370248609,-0.772809226666667,5512.79271050075,0.404565733333333,24.8226281,23.83580371
"699",1990-08-28,11574.3537286656,33350.7353174471,26883.699522816,141211.043006274,-0.727995338166667,5412.70940432021,0.431605089166667,23.83494729,22.56667659
"700",1990-08-29,11465.8058167296,33054.5980730663,26615.0041118208,140165.435492953,-0.620264697833333,5314.51388791246,0.443178495833333,22.66024317,22.71097108
"701",1990-08-30,11344.9872712704,32723.2837317606,26333.094172416,139051.630404301,-0.5424926695,5220.95665067768,0.526214946166667,23.0887964,23.56201886
"702",1990-08-31,11215.3590402048,32458.3480553564,26022.2381231616,138175.776601425,-0.423083005333333,5137.16314334307,0.648280527,24.70679407,28.61288057
"703",1990-09-01,11073.7748072448,32155.8647139616,25689.67249152,136940.641070238,-0.3094312415,5058.89091362354,0.669657421166667,25.42911201,29.85783534
"704",1990-09-02,10921.4930989056,31818.9441246814,25345.4654896128,135641.706321712,-0.25370431,4991.78303202271,0.570029525333333,24.19651792,30.20510405
"705",1990-09-03,10760.40170496,31454.51818763,24986.7854327808,134266.561471939,-0.300259063166667,4930.9068865536,0.474270422166667,23.94885355,30.11993614
"706",1990-09-04,10596.1639947264,31081.6373631885,24606.3957935616,132773.688727885,-0.347214155833333,4871.32986522921,0.349458073166667,24.17292777,29.22006034
"707",1990-09-05,10419.3410193408,30670.4850378716,24211.8477310464,131204.059908162,-0.334161185333333,4810.63640909295,0.286752526666667,22.46438593,27.05630329
"708",1990-09-06,10242.2034123264,30259.4190763306,23805.3436666368,129561.727034939,-0.296540709833333,4750.68385969548,0.2283175125,21.22365212,27.61463396
"709",1990-09-07,10062.2341206528,29839.4171337969,23387.8274952192,127852.927256835,-0.265455007666667,4690.33548341017,0.17371976,20.76628125,26.88233772
"710",1990-09-08,9876.6014596608,29401.0878467557,22955.2090056192,126057.983553105,-0.2357871615,4634.22955940996,0.173349625166667,19.96612913,24.70691235
"711",1990-09-09,9684.0469028352,28940.8639797563,22512.5223038976,124205.960729779,-0.21073487,4583.07654621151,0.215931583,19.60646958,22.24805973
"712",1990-09-10,9482.6826604032,28452.5211111275,22056.3064421376,122277.664262534,-0.219419226,4538.70333714333,0.213411565,19.58731399,20.6411306
"713",1990-09-11,9280.059891456,27959.9191660356,21586.2467887104,120269.439708047,-0.229398484333333,4492.03636200712,0.166925243333333,18.19288112,19.63060114
"714",1990-09-12,9072.403016448,27450.6249385691,21110.8383975936,118223.770434243,-0.161208505,4448.53600197368,0.0740312093333333,18.87196412,20.05465198
"715",1990-09-13,8862.8583516672,26935.1062894314,20630.395900416,116141.685364666,-0.0477132646666667,4408.08046415443,-0.0358558363333333,17.97461359,22.67300838
"716",1990-09-14,8652.369792,26415.7757697304,20147.1217185792,114035.112628116,-0.0526916826666667,4366.76222670782,-0.0890634756666667,19.6610329,21.27378067
"717",1990-09-15,8445.6568118784,25905.8746334017,19665.4206948864,111927.90867621,-0.1057341285,4335.24831679092,-0.0688569975,20.5880156,19.17871873
"718",1990-09-16,8234.8536205824,25381.7563155294,19190.3269353984,109847.037782746,-0.179755782,4308.39298486173,0.0451577683333333,19.30773396,17.54230188
"719",1990-09-17,8027.1967455744,24865.9834230316,18723.728229888,107798.148630797,-0.280896916,4280.38062049115,0.173755098333333,18.65685046,16.4660636
"720",1990-09-18,7827.0910296576,24369.776775721,18260.9051039232,105760.031469417,-0.342582411166667,4253.64708145053,0.1868492265,17.58957624,15.3465014
"721",1990-09-19,7635.4803677184,23895.9417575043,17804.3746105344,103747.21870162,-0.368875380166667,4229.68433062483,0.1283710035,17.69027526,15.81293296
"722",1990-09-20,7450.1623383552,23439.5519807717,17354.7660129792,101762.818472951,-0.3539806025,4201.45882869925,0.0712889438333333,17.74583661,15.25617216
"723",1990-09-21,7266.7320987648,22987.7664851954,16929.6986824704,99898.0558487651,-0.341884142666667,4173.80169358699,0.00238619133333332,18.01944474,14.43726901
"724",1990-09-22,7099.3480722432,22579.365095648,16530.1165138944,98160.7432636798,-0.342217861833333,4146.37799484449,-0.0789241405,18.79679543,14.09307567
"725",1990-09-23,6931.6494140928,22167.5908648153,16145.6366635008,96504.8494576165,-0.267080365,4119.89819098839,-0.103068781,18.97202311,12.88544784
"726",1990-09-24,6768.9848620032,21771.1877840561,15779.4054475776,94938.0381462566,-0.1950673295,4090.25177202952,-0.185897342833333,21.40946408,21.54696616
"727",1990-09-25,6617.6470485504,21405.5099343869,15427.961918208,93447.941001487,-0.141630733833333,4058.7987585569,-0.295125098833333,20.88043631,29.17709856
"728",1990-09-26,6470.7140779008,21052.7668696305,15094.1377600512,92043.293218331,-0.126344227833333,4027.26454982524,-0.3303842635,19.10052807,27.55405982
"729",1990-09-27,6337.9395305472,20738.8036297467,14775.7305517056,90713.7416952996,-0.0928419076666667,3997.22230397853,-0.323859953,17.58460165,25.54938237
"730",1990-09-28,6210.5137208832,20440.1251761603,14474.628082944,89468.0854287742,-0.0144857138333334,3967.53528739014,-0.3452781825,16.46634843,24.01798393
"731",1990-09-29,6087.4927540224,20153.3281085376,14188.313300736,88292.316873942,0.0657507283333334,3935.4124130304,-0.410362288,15.69616989,24.16225609
"732",1990-09-30,5968.2473667072,19755.1872553603,13917.730099968,86347.2872414531,0.133469895,3905.19762725822,-0.530090281,14.71497355,27.30876414
"733",1991-06-01,10869.8935117824,32294.0031170676,25402.7284460544,119986.605096986,-1.998055211,12321.1978707704,-3.73911369066667,44.11258465,43.77018932
"734",1991-06-02,10874.6129862144,32404.7952486863,25418.4600274944,120513.005132421,-2.2273579085,12307.7296071763,-3.71283240183333,49.01897126,38.55832429
"735",1991-06-03,10879.3324606464,32515.8709742062,25430.7306610176,121027.848418564,-2.43434811383333,12289.9579948527,-3.61761023783333,49.94156323,32.88571162
"736",1991-06-04,10884.0519350784,32628.887638605,25441.7427680256,121540.214574027,-2.55519476016667,12266.1982321747,-3.48294480783333,46.80831724,29.1574293
"737",1991-06-05,10893.8055155712,32759.3863003079,25447.7207689728,122032.383868931,-2.68907033216667,12232.1672692274,-3.32736891783333,44.14371939,27.96014566
"738",1991-06-06,10903.8737276928,32892.0625355382,25452.4402434048,122520.538004655,-2.74780918633333,12194.2490832533,-3.19254711233333,41.0021442,26.34204936
"739",1991-06-07,10905.132254208,32995.2796510909,25454.6426648064,123000.557378481,-2.81794657116667,12165.1608817003,-3.09955032783333,37.41040283,25.0694347
"740",1991-06-08,10906.0761490944,33098.2601319951,25456.5304545792,123480.618107484,-2.852382578,12134.5807172624,-3.194789214,38.17854525,38.38591726
"741",1991-06-09,10905.4468858368,33194.9436077731,25463.4523504128,123988.252508924,-2.8316518945,12104.6602643043,-3.37260969816667,45.13028487,49.67462205
"742",1991-06-10,10905.4468858368,33292.6047737185,25476.9815104512,124528.330022613,-2.86817996016667,12073.4203883867,-3.46155256216667,45.19523826,57.45828914
"743",1991-06-11,10908.9078337536,33400.7419470889,25498.0618295808,125103.473577945,-2.974177471,12036.3243044104,-3.44416829066667,46.85618215,60.61526393
"744",1991-06-12,10915.8297295872,33518.234729951,25530.1542557184,125728.26375944,-3.17841121233333,11997.5738670311,-3.40546028233333,44.42570838,61.52413274
"745",1991-06-13,10925.2686784512,33643.1272865624,25571.68563072,126395.008313407,-3.29932942966667,11953.3224508515,-3.35054655266667,40.4960228,58.49657595
"746",1991-06-14,10946.034365952,33801.8313774591,25626.74616576,127123.618257507,-3.261632811,11900.4440383984,-3.314223692,37.64451431,53.82180273
"747",1991-06-15,10980.0145818624,33999.1745081772,25703.830914816,127952.790507855,-3.1271980185,11838.8371355978,-3.3330251295,38.43975747,49.22318521
"748",1991-06-16,11013.0509028864,34191.326143216,25801.6813513728,128878.144352886,-3.08619470683333,11777.382473908,-3.28306821383333,39.06306446,44.97939284
"749",1991-06-17,11045.143329024,34379.5972667203,25925.3315814912,129917.80854124,-3.24431460183333,11710.8226603058,-3.1871393125,37.54890054,40.86102183
"750",1991-06-18,11087.9332305408,34598.9821224332,26061.5670767616,131015.655023487,-3.26671386666667,11636.8537793156,-3.081904091,35.62282079,37.02102569
"751",1991-06-19,11139.532817664,34843.6583407488,26206.9268892672,132151.465453076,-3.22916911966667,11560.9159132936,-2.96722507933333,33.87063488,34.00814854
"752",1991-06-20,11193.3348261888,35093.95190938,26354.1744915456,133290.542341614,-3.2101662985,11485.9016433433,-2.86492682283333,30.41702983,30.17487522
"753",1991-06-21,11253.7440989184,35363.2732724772,26510.5464110592,134469.34582453,-3.21360473916667,11406.2287954052,-2.76963962983333,26.89188708,26.35170209
"754",1991-06-22,11321.0752674816,35652.5843125287,26673.5255947776,135675.9182467,-3.3669377625,11315.432196978,-2.60389985683333,27.30719489,22.61483469
"755",1991-06-23,11387.7771727872,35938.8349265834,26842.4827794432,136908.490959361,-3.40773948616667,11224.6558973655,-2.50080651116667,28.87794219,19.37850201
"756",1991-06-24,11461.4009739264,36245.0124506606,27012.3838589952,138144.955655339,-3.44998145933333,11129.4950537645,-2.36975523966667,28.67674388,17.06023067
"757",1991-06-25,11533.7662485504,36547.5912270963,27185.1166232064,139393.642116152,-3.46074617433333,11028.0821752171,-2.24412911933333,27.4963421,14.93826785
"758",1991-06-26,11604.2437334016,36843.9687469195,27359.7371771904,140649.746991215,-3.49802459033333,10923.5432791965,-2.144088965,25.35465228,13.52512408
"759",1991-06-27,11670.9456387072,37127.9135127594,27533.0992046592,141899.969616526,-3.53450288283333,10822.6581698329,-2.03112843683333,23.13554028,13.15803869
"760",1991-06-28,11735.75975424,37406.1149390123,27696.3930200064,143103.630675263,-3.7027485875,10722.9706905402,-1.9263145415,21.80377116,14.21832702
"761",1991-06-29,11799.6299748864,37682.0583871187,27846.7869385728,144252.375651859,-3.72589497516667,10614.2603880861,-1.88947571883333,26.40510274,13.78102725
"762",1991-06-30,11864.758722048,37963.0487931301,27987.7419082752,145359.881629295,-3.78449830033333,10492.5588441848,-1.903122762,26.80828385,14.63726775
"763",1991-07-01,11926.7411529216,38225.3689179473,28132.787089152,146014.963889225,-3.84923034583333,10364.7067594108,-1.86970410916667,26.55233303,14.57513218
"764",1991-07-02,11988.4089521664,38558.5427415709,28270.2811109376,146937.499187088,-3.83914180716667,10233.474921979,-1.78921507816667,24.10663269,13.30090277
"765",1991-07-03,12045.671908608,38876.4611831764,28396.7630257152,147796.125156644,-3.77153752566667,10099.7463303317,-1.71056653633333,22.57260018,12.66077417
"766",1991-07-04,12103.878759936,39196.9613017602,28514.4352548864,148605.462517306,-3.67162062916667,9958.84210766617,-1.63590198683333,20.71848302,13.8403051
"767",1991-07-05,12161.1417163776,39515.0107919355,28627.7026412544,149390.392420122,-3.52384053016667,9809.52402628212,-1.5902086945,20.30890173,14.60087493
"768",1991-07-06,12218.719304448,39833.3695478638,28739.0822378496,150166.217274491,-3.36764301616667,9657.94262705218,-1.59543947783333,18.54105424,17.98935664
"769",1991-07-07,12265.5994171392,40115.7380657243,28847.3155181568,150925.877992212,-3.34351632366667,9512.71475684253,-1.54072992566667,18.1581679,21.12580544
"770",1991-07-08,12313.7380563456,40402.8557339491,28951.4585872896,151665.016956379,-3.4349328635,9361.98590783257,-1.41779411783333,20.16144822,24.32438172
"771",1991-07-09,12351.1792201728,40655.45197232,29049.938287104,152373.636760898,-3.51928627283333,9207.76566268366,-1.30472337116667,21.81381287,23.75588328
"772",1991-07-10,12383.900909568,40892.3023689442,29141.4960910848,153044.281108385,-3.58955103683333,9052.07375346457,-1.15353050283333,22.42661254,21.99785185
"773",1991-07-11,12410.9592296448,41110.5052492386,29222.985682944,153658.995532934,-3.55063719783333,8895.73228217311,-0.990702046833333,23.95271015,21.55985885
"774",1991-07-12,12430.1517590016,41302.1399360574,29294.4070626816,154217.884478082,-3.45579664616667,8740.31440695329,-0.887626222166667,25.63613161,21.60895712
"775",1991-07-13,12447.1418669568,41486.1469318672,29346.6359130624,154671.841152785,-3.33820088683333,8582.12574351855,-0.8187393565,25.26429613,21.27837527
"776",1991-07-14,12454.693026048,41638.8858285057,29382.8185503744,155036.298588917,-3.276611086,8420.18179935298,-0.695699884666667,25.32775446,22.21975708
"777",1991-07-15,12448.7150251008,41747.4267773785,29393.8306573824,155264.01680871,-3.2636363505,8259.72981807236,-0.568186369166667,24.6138502,24.25244098
"778",1991-07-16,12435.81512832,41831.1022513433,29383.7624452608,155376.360508579,-3.21120853016667,8104.2307475935,-0.460347693166667,24.05425453,27.22503759
"779",1991-07-17,12425.7469161984,41921.2621534727,29357.3333884416,155395.973886341,-3.166164855,7951.4212700705,-0.386852329666667,22.58214848,24.91280614
"780",1991-07-18,12405.2958603264,41975.0818316695,29316.7459083264,155333.960316488,-3.156806085,7804.26501245853,-0.32766995,21.01185625,23.09442905
"781",1991-07-19,12374.7765923328,41994.8636854192,29256.3366355968,155162.286719328,-3.17857011116667,7664.3757305311,-0.254734919833333,20.0494339,22.10132433
"782",1991-07-20,12345.5158508544,42018.0608074187,29168.8690427904,154840.714505663,-3.23722072316667,7529.37846296114,-0.144969999833333,21.92897021,22.60633558
"783",1991-07-21,12310.9063716864,42023.8719165962,29070.0747113472,154452.078364168,-3.24036287866667,7397.13168479133,-0.127680716333333,24.40799363,21.42733873
"784",1991-07-22,12265.914048768,41995.4477277347,28959.6390096384,153995.801048398,-3.26827316566667,7267.00613276408,-0.121668316,25.05032954,21.1376218
"785",1991-07-23,12219.0339360768,41956.8561554125,28841.6521488384,153498.526969428,-3.32863802733333,7139.82390887721,-0.145067246666667,25.87185709,20.27515603
"786",1991-07-24,12163.9734010368,41890.9553340958,28712.3385494016,152938.786097012,-3.27079325933333,7012.62138617559,-0.0932902086666666,26.29764952,18.72835911
"787",1991-07-25,12098.8446538752,41792.0575843097,28570.4396848128,152308.808803151,-3.21981659666667,6884.80989903112,0.001743571,25.0828482,17.90589651
"788",1991-07-26,12028.367169024,41674.2356116732,28418.4726081024,151625.158214258,-3.07384864,6757.2927447007,0.057425185,25.69407466,16.94581072
"789",1991-07-27,11957.8896841728,41554.0388609446,28255.1787927552,150882.140402688,-2.91705760416667,6634.64730591298,0.0736414158333334,24.8017029,15.78000272
"790",1991-07-28,11886.4683044352,41430.4893894587,28079.9289755136,150076.762021795,-2.8403991365,6510.48960542555,0.123608711833333,24.05385628,14.98459548
"791",1991-07-29,11804.6640809472,41274.6052179134,27887.6890503168,149181.336895993,-2.81759525916667,6386.0781697536,0.232748787833333,23.65562324,16.1599611
"792",1991-07-30,11707.442907648,41068.4498972379,27673.7395427328,148167.279097499,-2.786282974,6261.87987163664,0.367136208,22.73687434,16.34515112
"793",1991-07-31,11602.6705752576,40759.5345906887,27411.6513959424,147012.384784409,-2.74935057233333,6137.55978063112,0.470129128,21.65033069,16.27715958
"794",1991-08-01,11494.4372949504,40515.434806966,27135.0901942272,145968.174095432,-2.68786903733333,6012.88446036728,0.491824469333333,20.25789765,15.86082694
"795",1991-08-02,11382.7430667264,40257.588414792,26845.3144641024,144848.575103336,-2.58712474316667,5891.56859394643,0.4876412305,18.29586442,14.38206153
"796",1991-08-03,11259.7220998656,39959.33501307,26547.04368,143680.907829747,-2.46508548666667,5771.45035759649,0.471806197,16.68851984,13.65306453
"797",1991-08-04,11123.1719729664,39613.4306579811,26242.4802633216,142478.537466207,-2.360553,5654.02171420243,0.423176544333333,18.09148358,12.9585113
"798",1991-08-05,10977.8121604608,39235.5766980951,25935.085161984,141261.684594523,-2.30644534316667,5539.00862976496,0.410641000833333,17.62816211,12.41714889
"799",1991-08-06,10848.8131926528,38911.9212759128,25621.7120596992,140013.667857899,-2.19815712883333,5426.43140309884,0.453590229166667,17.03251027,12.13579332
"800",1991-08-07,10716.353276928,38575.9687970846,25306.4511676416,138755.643065674,-2.18621984116667,5314.69657724532,0.5488483295,16.40991284,11.30864579
"801",1991-08-08,10592.073783552,38266.2662680192,24980.178168576,137439.483770268,-2.26532824733333,5204.11878383319,0.615348019666667,16.51364208,11.18225553
"802",1991-08-09,10467.1650269184,37951.2015632335,24646.3540104192,136081.765994646,-2.24354229516667,5097.07298418952,0.646291915166667,15.56886427,11.5707487
"803",1991-08-10,10338.795322368,37622.3404327219,24307.4957462016,134693.470198231,-2.16420071516667,4992.12811187365,0.722435657833333,15.86801519,14.76568234
"804",1991-08-11,10211.9987759616,37297.0597084869,23964.2326391808,133277.579349384,-2.12137507033333,4889.34506332986,0.823875915333333,18.68959087,17.79084383
"805",1991-08-12,10082.6851765248,36961.7474845092,23621.2841637888,131855.952827517,-2.0908157875,4789.5865381855,0.894187699833333,17.3998066,24.3752305
"806",1991-08-13,9947.7082077696,36604.7199323589,23272.6723190784,130397.815730026,-2.02376809133333,4693.50209851293,0.936973430666667,17.32743635,26.06969901
"807",1991-08-14,9810.214185984,36236.1116941115,22923.1165794816,128927.306834611,-1.98530013883333,4599.83321779695,0.934426118833333,16.80743019,25.41218766
"808",1991-08-15,9679.3274284032,35887.6362836911,22570.099891968,127432.725925282,-1.90763779533333,4507.73749522498,0.896047765,17.51372562,24.05175008
"809",1991-08-16,9546.5528810496,35530.5438574504,22212.99299328,125908.140447209,-1.79748304983333,4420.55408582524,0.844234135833333,19.48608652,22.65934867
"810",1991-08-17,9410.0027541504,35157.8413118355,21847.0764089856,124329.862545511,-1.6673360235,4339.60241255721,0.802301394166667,19.45043502,21.54040933
"811",1991-08-18,9274.0818905088,34785.8284742402,21488.3963521536,122780.779923805,-1.50530748366667,4261.18809113435,0.776154550333333,18.90692147,21.56878007
"812",1991-08-19,9141.3073431552,34425.2367116727,21141.3576655872,121279.676051406,-1.31880146116667,4182.83466615577,0.796522219166667,18.37661244,23.95965607
"813",1991-08-20,9011.6791120896,34076.0909327702,20788.9702413312,119742.138358623,-1.21329854866667,4102.12657866488,0.86905705,17.39237369,25.09136761
"814",1991-08-21,8883.9386707968,33732.6132488028,20434.6950273024,118186.803001349,-1.030597432,4021.49968643303,0.910772357,16.01111774,22.99668279
"815",1991-08-22,8753.9958081024,33378.6052208175,20083.5661295616,116645.43107186,-0.909021120833333,3944.96300537559,0.9313561255,14.72500572,20.43654159
"816",1991-08-23,8623.1090505216,33019.3079891319,19734.0103899648,115107.640346974,-0.781003714333333,3873.61267148965,0.920323837,14.41538091,18.08758141
"817",1991-08-24,8492.2222929408,32658.0742745032,19382.881492224,113555.396701441,-0.6333490355,3805.30715981791,0.822255266166667,14.01033588,16.8965735
"818",1991-08-25,8361.0209037312,32293.2784107733,19036.1574372864,112023.094812513,-0.5784520525,3740.970066432,0.7315833055,13.19960153,17.13054534
"819",1991-08-26,8230.1341461504,31927.0347491299,18695.0967516672,110518.05338537,-0.535778926833333,3678.77449800341,0.676776787166667,12.28491067,16.1329747
"820",1991-08-27,8100.5059150848,31565.0446984993,18363.7896465408,109061.196571892,-0.444310617333333,3616.59922838957,0.613237939333333,11.86165267,15.05595741
"821",1991-08-28,7972.4508421632,31207.6973093619,18037.2020158464,107625.992264561,-0.364303695333333,3557.11355173161,0.548690673666667,12.03179167,18.08859338
"822",1991-08-29,7840.9348213248,30836.6780376851,17712.187543296,106190.993436741,-0.326413171,3498.61236758957,0.519371277666667,11.51144158,19.2173491
"823",1991-08-30,7704.0700627968,30444.8692367285,17388.4315972608,104752.648471322,-0.259964259,3445.35842706333,0.496231547666667,11.50694019,17.63363081
"824",1991-08-31,7564.3736196096,29903.701353633,17070.0243889152,102604.849825515,-0.199368324833333,3396.68186926575,0.477910434166667,11.14797949,16.69622493
