"","outp_tim","spgAtQ","spgAtN","spgMsQ","spgMsN","spgWwi","smrAtQ","smrWwi","smr14wi2W","smr14wi2E"
"39",1985-07-09,9207.694616832,33049.8980021694,21419.8066570752,111774.284883405,-0.890422641333333,5996.54391448444,-0.401761856,18.11870594,28.70206026
"40",1985-07-10,9105.7539691008,32760.7279952995,21181.9451457024,110391.25163969,-0.752571571666667,5936.03314768103,-0.368420528,20.50435253,27.49133753
"41",1985-07-11,9003.4986897408,32470.3440050463,20940.9373180416,108991.340757761,-0.62508747,5877.60300939066,-0.281819399333333,23.07478025,27.05003567
"42",1985-07-12,8904.3897266688,32192.9557828302,20700.2441220096,107591.914206751,-0.5304617735,5811.88559660098,-0.1994517475,23.64439768,25.83149201
"43",1985-07-13,8802.7637105664,31907.4677242232,20462.6972422656,106205.038200106,-0.461981198,5744.97055374039,-0.137083309666667,22.3599739,23.98437119
"44",1985-07-14,8705.2279056384,31637.6175332092,20227.9820471808,104827.673952407,-0.528635328666667,5671.8136253407,-0.0702319546666667,22.08577727,21.79803589
"45",1985-07-15,8608.0067323392,31368.4785219536,19996.7278000128,103462.97457332,-0.716736788833333,5598.38266294173,0.00173883850000001,23.74041523,19.7475778
"46",1985-07-16,8511.1001906688,31101.0850809843,19760.439446784,102069.509177947,-0.873858741333334,5521.77493603262,0.0915666743333333,25.54464282,17.90458553
"47",1985-07-17,8409.7888061952,30818.1860262632,19520.3755140096,100653.940748312,-0.8051018775,5445.93856408444,0.148370158166667,26.15230643,18.32295403
"48",1985-07-18,8306.27500032,30526.9272475937,19277.7945282048,99222.3420766126,-0.7651553645,5368.71172332511,0.2073536815,24.33966333,16.31581037
"49",1985-07-19,8203.7050893312,30238.3220817913,19033.640384256,97780.3699138958,-0.728721049,5298.6605135839,0.221213305333333,22.3607659,14.25579822
"50",1985-07-20,8103.6522313728,29957.857048969,18791.0593984512,96342.2373522979,-0.6510663795,5231.16695450261,0.2091856505,20.1660747,15.73852424
"51",1985-07-21,8002.0262152704,29670.2233981973,18553.5125187072,94928.7527221815,-0.590921768166667,5167.88539948428,0.268870940166667,18.24043956,14.75938898
"52",1985-07-22,7900.7148307968,29382.8384201485,18322.2582715392,93549.6003143399,-0.526867795,5106.88746112661,0.384181185,18.51706402,14.88698653
"53",1985-07-23,7802.2351309824,29104.0159347642,18097.611288576,92206.9952972311,-0.506560955666667,5042.5503677407,0.515197018666667,21.4282857,15.35967149
"54",1985-07-24,7709.4188004864,28843.8153322726,17880.2008330752,90905.7247704632,-0.533028702833333,4977.64490754147,0.629906566833333,23.05201879,15.66205655
"55",1985-07-25,7620.6926811648,28596.484299109,17668.7683785216,89640.1695521281,-0.544062463833333,4915.51023555716,0.700142034166667,25.33954228,16.54889017
"56",1985-07-26,7538.2591944192,28369.6427454236,17467.0895044608,88429.3430779498,-0.462544742333333,4855.12126164232,0.728558025,28.20823441,17.48146317
"57",1985-07-27,7456.4549709312,28143.691964352,17267.6130518016,87232.4020370162,-0.376965545666667,4794.06242684036,0.75859795,29.29375772,18.40977237
"58",1985-07-28,7376.8531688448,27925.1355965684,17071.912178688,86056.7139254241,-0.271915631333333,4730.84176826632,0.762142094333333,29.56048473,19.26923887
"59",1985-07-29,7295.3635769856,27699.3874349747,16881.560043264,84911.3352750015,-0.214027743833333,4668.25037294988,0.725132691833333,28.42928443,20.02360637
"60",1985-07-30,7215.7617748992,27478.8659059364,16697.500540416,83801.5793180836,-0.186701827833333,4604.50194519205,0.726823366833333,27.71170736,20.67193551
"61",1985-07-31,7139.3062891008,27189.2043635462,16514.6995640832,82743.3292073913,-0.197415016833333,4541.42337832134,0.714055761833333,27.91778673,21.22646464
