7.2501e+05,1985,1,-0.64317,4.2989,5.1409,0.91667
7.2501e+05,1985,1,-0.82219,-8.8917,9.0217,0.95833
7.2501e+05,1985,1,2.3081,-9.2466,11.27,0.95833
7.2501e+05,1985,1,11.317,-5.1713,12.708,1
7.2501e+05,1985,1,3.1252,-5.3674,6.875,1
7.2501e+05,1985,1,-1.1275,-1.6052,2.3042,1
7.2501e+05,1985,1,4.005,-0.59829,6.2667,1
7.2502e+05,1985,1,1.2366,-3.584,5.525,1
7.2502e+05,1985,1,-2.5993,-4.3301,5.3042,1
7.2502e+05,1985,1,-1.7563,1.7288,3.8455,0.91667
7.2502e+05,1985,1,0.58144,-6.8666,8.1625,1
7.2502e+05,1985,1,-1.2391,-12.421,12.538,1
7.2502e+05,1985,1,-2.1651,-9.757,10.029,1
7.2502e+05,1985,1,-0.63095,-6.1389,6.4417,1
7.2502e+05,1985,1,1.0327,-4.4114,5.3375,1
7.2502e+05,1985,1,-5.1822,-0.13257,7.4917,1
7.2502e+05,1985,1,3.1632,1.3762,8.3333,1
7.2503e+05,1985,1,3.7314,-1.8628,4.9542,1
7.2503e+05,1985,1,2.7221,-0.7172,5.2208,1
7.2503e+05,1985,1,1.5338,-4.8393,11.642,1
7.2503e+05,1985,1,1.176,-10.212,10.396,1
7.2503e+05,1985,1,1.1153,-5.4368,5.6917,1
7.2503e+05,1985,1,0.83677,-2.8067,3.0591,0.91667
7.2503e+05,1985,1,-1.0316,-1.8835,4.7571,0.875
7.2503e+05,1985,1,3.4017,-1.4086,4.0458,1
7.2503e+05,1985,1,-0.25186,-5.581,7.6875,1
7.2503e+05,1985,1,-2.9126,2.6009,6.8708,1
7.2504e+05,1985,1,5.4926,-0.84709,9.1083,1
7.2504e+05,1985,1,-2.88,-4.0417,6.85,1
7.2504e+05,1985,1,-2.8433,7.7999,8.6875,1
7.2504e+05,1985,1,-0.88365,8.4002,8.6375,1
7.2504e+05,1985,2,-1.4495,1.3405,9.3458,1
7.2504e+05,1985,2,5.3636,-7.5976,10.242,1
7.2504e+05,1985,2,-1.0009,-8.6174,8.7875,1
7.2504e+05,1985,2,-4.9198,-5.416,8.7333,1
7.2504e+05,1985,2,-1.7988,9.1336,10.788,1
7.2504e+05,1985,2,0.7792,-5.3339,7.7167,1
7.2505e+05,1985,2,-2.61,-8.087,8.55,1
7.2505e+05,1985,2,-3.5925,-8.2585,9.2208,1
7.2505e+05,1985,2,-4.4936,-3.8767,6.1125,1
7.2505e+05,1985,2,-5.9806,1.3271,6.4333,1
7.2505e+05,1985,2,3.978,0.015325,11.521,1
7.2505e+05,1985,2,10.449,-8.0904,13.25,1
7.2505e+05,1985,2,1.303,-3.0368,4.22,0.83333
7.2505e+05,1985,2,4.3251,-0.5156,4.8708,1
7.2505e+05,1985,2,-1.1113,-4.3725,4.9217,0.95833
7.2505e+05,1985,2,-2.8722,-6.3899,7.1625,1
7.2506e+05,1985,2,-2.8178,0.61968,4.9417,1
7.2506e+05,1985,2,-2.7426,-0.57702,4.3591,0.91667
7.2506e+05,1985,2,2.1092,-1.0377,2.8652,0.95833
7.2506e+05,1985,2,-2.208,-3.6522,5.0208,1
7.2506e+05,1985,2,-8.5545,1.8825,8.9583,1
7.2506e+05,1985,2,-9.1676,2.8683,9.6478,0.95833
7.2506e+05,1985,2,-8.5273,4.5555,9.8667,1
7.2506e+05,1985,2,-3.6969,0.82547,6.4625,1
7.2506e+05,1985,2,-3.492,0.23841,7.6292,1
7.2506e+05,1985,2,-0.7754,-1.1104,4.0652,0.95833
7.2507e+05,1985,2,-1.9563,-4.8443,5.6714,0.875
7.2507e+05,1985,2,-2.8669,-6.2183,6.9833,1
7.2507e+05,1985,3,0.72423,4.1096,7.7417,1
7.2507e+05,1985,3,2.7575,0.76216,3.435,0.83333
7.2507e+05,1985,3,-5.0516,0.75379,5.3522,0.95833
7.2507e+05,1985,3,-4.979,6.2235,8.4208,1
7.2507e+05,1985,3,-1.3305,-1.9864,5.925,1
7.2507e+05,1985,3,-2.7673,-5.9127,6.6136,0.91667
7.2507e+05,1985,3,-5.3463,-1.4024,6.1391,0.95833
7.2507e+05,1985,3,-6.0371,-0.26067,6.075,1
7.2508e+05,1985,3,-2.4016,-1.33,3.9636,0.91667
7.2508e+05,1985,3,1.7227,0.27661,3.1421,0.79167
7.2508e+05,1985,3,1.0621,2.6025,2.9591,0.91667
7.2508e+05,1985,3,2.3393,2.2077,3.4545,0.91667
7.2508e+05,1985,3,-1.7662,0.22725,2.125,1
7.2508e+05,1985,3,-2.0783,0.38554,2.4652,0.95833
7.2508e+05,1985,3,-2.5613,-6.4288,7.6087,0.95833
7.2508e+05,1985,3,-3.3499,-6.9059,7.9542,1
7.2508e+05,1985,3,1.3651,-6.4168,6.675,1
7.2508e+05,1985,3,-1.1749,-5.7428,6.5292,1
7.2509e+05,1985,3,-3.9509,-1.021,4.9818,0.91667
7.2509e+05,1985,3,-10.043,4.7497,11.204,0.95833
7.2509e+05,1985,3,2.132,3.0836,5.9273,0.91667
7.2509e+05,1985,3,7.4465,-0.29963,7.875,1
7.2509e+05,1985,3,0.73309,-0.70456,2.2545,0.91667
7.2509e+05,1985,3,2.2046,0.88735,3.3792,1
7.2509e+05,1985,3,1.3037,0.79693,3.5167,1
7.2509e+05,1985,3,-5.1788,1.7856,5.6833,1
7.2509e+05,1985,3,-5.3366,7.0469,9.375,1
7.2509e+05,1985,3,-1.9413,7.8115,8.2667,1
7.251e+05,1985,3,-2.6908,6.8139,7.4542,1
7.251e+05,1985,3,-4.8517,6.4988,8.1792,1
7.251e+05,1985,3,2.0536,0.21168,8.8125,1
7.251e+05,1985,4,1.0805,-4.7333,5.175,1
7.251e+05,1985,4,3.9619,-2.1822,6.525,1
7.251e+05,1985,4,2.0712,0.089307,3.6792,1
7.251e+05,1985,4,0.46795,7.0478,7.1917,1
7.251e+05,1985,4,-1.2371,9.7863,10.133,1
7.251e+05,1985,4,-3.9544,-2.0163,8.4958,1
7.251e+05,1985,4,-4.9565,-2.3185,6.0958,1
7.2511e+05,1985,4,-3.3049,-6.7031,7.775,1
7.2511e+05,1985,4,-3.4549,-5.7206,6.8783,0.95833
7.2511e+05,1985,4,-4.2424,-3.2296,5.7458,1
7.2511e+05,1985,4,-5.6497,-1.9848,6.7917,1
7.2511e+05,1985,4,-6.7435,-3.9584,8.0167,1
7.2511e+05,1985,4,-5.7402,-6.2159,8.6304,0.95833
7.2511e+05,1985,4,-0.53852,-1.9729,3.4913,0.95833
7.2511e+05,1985,4,5.7529,3.1044,6.65,1
7.2511e+05,1985,4,5.1912,3.3641,6.4292,1
7.2511e+05,1985,4,-1.7245,-1.6543,4.475,1
7.2512e+05,1985,4,-3.7367,-1.0493,4.1083,1
7.2512e+05,1985,4,-3.6566,-0.083133,4.0636,0.91667
7.2512e+05,1985,4,-4.7011,1.5438,4.9833,1
7.2512e+05,1985,4,-4.7283,1.0812,4.9333,1
7.2512e+05,1985,4,-5.3656,2.1451,5.8208,1
7.2512e+05,1985,4,-4.8251,2.2125,5.4958,1
7.2512e+05,1985,4,-1.1451,1.1779,2.4579,0.79167
7.2512e+05,1985,4,-0.97627,1.4474,2.6818,0.91667
7.2512e+05,1985,4,-4.8858,5.1193,7.2375,1
7.2512e+05,1985,4,-4.5662,3.0891,5.625,1
7.2513e+05,1985,4,-1.5607,0.98887,2.7273,0.91667
7.2513e+05,1985,4,1.9154,0.13259,2.5478,0.95833
7.2513e+05,1985,4,0.32759,0.017866,2.8375,1
7.2513e+05,1985,5,0.45627,3.4083,4.4833,1
7.2513e+05,1985,5,7.218,4.9196,9.1167,1
7.2513e+05,1985,5,3.1877,-5.8978,7.7292,1
7.2513e+05,1985,5,-1.6732,-4.5415,5,0.95833
7.2513e+05,1985,5,-7.6752,0.50674,7.7917,1
7.2513e+05,1985,5,-4.6233,2.1577,5.2542,1
7.2513e+05,1985,5,-2.5241,2.2195,3.8391,0.95833
7.2514e+05,1985,5,2.7911,2.9372,4.8333,1
7.2514e+05,1985,5,3.0383,0.33008,3.7826,0.95833
7.2514e+05,1985,5,1.2775,1.9622,2.6542,1
7.2514e+05,1985,5,-0.16102,3.1283,3.2458,1
7.2514e+05,1985,5,-2.2949,3.4728,4.3261,0.95833
7.2514e+05,1985,5,-3.1104,3.2641,4.6565,0.95833
7.2514e+05,1985,5,-2.3969,3.2533,4.2917,1
7.2514e+05,1985,5,-0.10515,-0.11283,4.1458,1
7.2514e+05,1985,5,-0.7195,-2.7804,3.8522,0.95833
7.2514e+05,1985,5,5.3188,-0.60818,7.1208,1
7.2515e+05,1985,5,-1.3415,-3.6656,4.4727,0.91667
7.2515e+05,1985,5,-4.1645,-2.1589,4.975,1
7.2515e+05,1985,5,-1.6755,-0.98708,3.3913,0.95833
7.2515e+05,1985,5,-0.10405,4.078,5.0583,1
7.2515e+05,1985,5,0.78421,5.8662,6.3542,1
7.2515e+05,1985,5,1.7273,2.0733,6.05,1
7.2515e+05,1985,5,0.83715,-1.7535,2.4857,0.875
7.2515e+05,1985,5,-0.84008,-2.9782,4.1524,0.875
7.2515e+05,1985,5,-0.45004,-0.4322,1.6737,0.79167
7.2515e+05,1985,5,-2.1745,0.95708,2.75,0.91667
7.2516e+05,1985,5,-1.2938,1.0437,2.1955,0.91667
7.2516e+05,1985,5,1.7412,2.7941,3.6083,1
7.2516e+05,1985,5,1.0524,4.358,4.5833,1
7.2516e+05,1985,5,2.9563,5.0532,6.2917,1
7.2516e+05,1985,6,4.1606,3.6513,6.05,1
7.2516e+05,1985,6,2.7674,2.7484,4.1,1
7.2516e+05,1985,6,1.5609,3.0634,3.8174,0.95833
7.2516e+05,1985,6,0.95177,1.8868,2.3591,0.91667
7.2516e+05,1985,6,0.80922,1.7351,2.0318,0.91667
7.2516e+05,1985,6,0.78207,1.4335,1.7292,1
7.2517e+05,1985,6,3.1625,1.665,3.8542,1
7.2517e+05,1985,6,4.2287,0.86006,4.6333,1
7.2517e+05,1985,6,1.7369,2.8035,3.4125,1
7.2517e+05,1985,6,0.31028,4.3759,4.7375,1
7.2517e+05,1985,6,0.26756,6.3681,8.9708,1
7.2517e+05,1985,6,1.3616,3.7339,4.5045,0.91667
7.2517e+05,1985,6,-4.211,-4.3533,6.7739,0.95833
7.2517e+05,1985,6,-4.9509,3.6652,7.3652,0.95833
7.2517e+05,1985,6,-4.9425,8.0846,9.9625,1
7.2517e+05,1985,6,0.11038,4.6284,4.9208,1
7.2518e+05,1985,6,-0.95848,6.1082,6.487,0.95833
7.2518e+05,1985,6,1.517,5.7452,6.3826,0.95833
7.2518e+05,1985,6,2.2122,1.7032,3.85,0.83333
7.2518e+05,1985,6,-4.0715,-1.2214,4.7,0.95833
7.2518e+05,1985,6,-6.3622,1.0509,7.0542,1
7.2518e+05,1985,6,-5.7595,1.1895,6.075,1
7.2518e+05,1985,6,-3.561,-0.33005,3.7625,1
7.2518e+05,1985,6,-3.3676,-0.010512,3.475,1
7.2518e+05,1985,6,-1.2741,0.4087,1.6455,0.91667
7.2518e+05,1985,6,1.7232,-0.24668,2.6105,0.79167
7.2519e+05,1985,6,6.058,-0.25507,6.5864,0.91667
7.2519e+05,1985,6,3.8299,-1.5182,4.8565,0.95833
7.2519e+05,1985,6,2.0611,-2.3004,4.2174,0.95833
7.2519e+05,1985,6,1.2496,-1.5002,2.3091,0.91667
7.2519e+05,1985,7,2.733,1.5853,3.9333,1
7.2519e+05,1985,7,1.9874,2.116,3.2609,0.95833
7.2519e+05,1985,7,0.19416,0.87797,2.3875,1
7.2519e+05,1985,7,-1.0132,1.5866,3.8043,0.95833
7.2519e+05,1985,7,-1.8801,6.3156,7.2,1
7.2519e+05,1985,7,1.9791,7.3261,9.9708,1
7.252e+05,1985,7,-1.3587,1.6703,5.1435,0.95833
7.252e+05,1985,7,-1.791,2.0297,3.2667,1
7.252e+05,1985,7,3.3057,0.18165,3.7905,0.875
7.252e+05,1985,7,3.8087,1.1555,4.6417,1
7.252e+05,1985,7,3.5848,1.5531,4.0609,0.95833
7.252e+05,1985,7,1.56,1.713,3.1304,0.95833
7.252e+05,1985,7,-0.19317,2.0779,2.22,0.83333
7.252e+05,1985,7,0.014287,1.7265,2.0444,0.75
7.252e+05,1985,7,1.0863,0.535,2.8435,0.95833
7.252e+05,1985,7,4.5606,0.57984,5.0174,0.95833
7.2521e+05,1985,7,1.9077,-1.7064,2.7043,0.95833
7.2521e+05,1985,7,-2.021,0.0069134,2.39,0.83333
7.2521e+05,1985,7,-1.9297,4.3775,5.7875,1
7.2521e+05,1985,7,0.67076,3.1278,3.7042,1
7.2521e+05,1985,7,3.3334,-1.3029,3.9875,1
7.2521e+05,1985,7,3.5125,-1.738,4.1818,0.91667
7.2521e+05,1985,7,3.5877,-1.0818,3.9611,0.75
7.2521e+05,1985,7,0,0,0,0
7.2521e+05,1985,7,0,0,0,0
7.2521e+05,1985,7,0,0,0,0
7.2522e+05,1985,7,0,0,0,0
7.2522e+05,1985,7,0,0,0,0
7.2522e+05,1985,7,0,0,0,0
7.2522e+05,1985,7,0,0,0,0
7.2522e+05,1985,7,0,0,0,0
7.2522e+05,1985,8,0,0,0,0
7.2522e+05,1985,8,0,0,0,0
7.2522e+05,1985,8,0,0,0,0
7.2522e+05,1985,8,0,0,0,0
7.2522e+05,1985,8,0,0,0,0
7.2523e+05,1985,8,0,0,0,0
7.2523e+05,1985,8,0,0,0,0
7.2523e+05,1985,8,3.4948,1.145,3.975,0.33333
7.2523e+05,1985,8,3.9259,1.095,5.125,1
7.2523e+05,1985,8,5.2064,1.0227,5.6875,1
7.2523e+05,1985,8,0.96487,-0.10133,4.5792,1
7.2523e+05,1985,8,-1.481,-0.53819,1.8818,0.91667
7.2523e+05,1985,8,-4.9358,0.72512,5.1417,1
7.2523e+05,1985,8,-7.2972,-2.0541,7.8042,1
7.2523e+05,1985,8,-11.908,5.3445,14.079,1
7.2524e+05,1985,8,-2.8055,9.0183,9.7417,1
7.2524e+05,1985,8,1.6302,4.3518,5.3042,1
7.2524e+05,1985,8,4.0953,1.8474,5.0667,1
7.2524e+05,1985,8,2.5362,0.094586,3.8625,1
7.2524e+05,1985,8,-0.34344,0.24257,1.24,0.625
7.2524e+05,1985,8,0.28022,1.0094,1.2867,0.625
7.2524e+05,1985,8,-0.58902,0.31621,1.2714,0.58333
7.2524e+05,1985,8,-1.4677,1.558,2.5739,0.95833
7.2524e+05,1985,8,-0.95121,1.5256,2.4136,0.91667
7.2524e+05,1985,8,1.4852,0.637,2.6619,0.875
7.2525e+05,1985,8,-4.5073,2.4924,6.5875,1
7.2525e+05,1985,8,-6.3382,-3.6763,8.375,1
7.2525e+05,1985,8,-2.4834,-7.3892,7.9542,1
7.2525e+05,1985,8,-4.3907,-4.3214,6.55,1
7.2525e+05,1985,8,-0.023977,-10.365,10.846,1
7.2525e+05,1985,8,3.4811,-5.2394,6.6042,1
7.2525e+05,1985,9,1.4671,-6.1493,7.0208,1
7.2525e+05,1985,9,4.8217,2.1851,11.296,1
7.2525e+05,1985,9,-3.8421,8.3262,9.2583,1
7.2525e+05,1985,9,-4.2806,3.1488,5.3792,1
7.2526e+05,1985,9,-3.1357,3.437,5.1083,1
7.2526e+05,1985,9,-2.0683,2.5537,4.0739,0.95833
7.2526e+05,1985,9,-0.81713,-0.038377,1.5333,0.75
7.2526e+05,1985,9,-1.372,-0.35296,1.9333,0.75
7.2526e+05,1985,9,-2.1971,1.0123,2.681,0.875
7.2526e+05,1985,9,-3.7811,0.71949,3.9957,0.95833
7.2526e+05,1985,9,-3.836,0.073526,3.9478,0.95833
7.2526e+05,1985,9,-0.26752,-1.6704,2.78,0.83333
7.2526e+05,1985,9,-1.7104,-3.4863,4.05,1
7.2526e+05,1985,9,-9.745,-4.3584,11.129,1
7.2527e+05,1985,9,-8.791,-5.4037,10.496,1
7.2527e+05,1985,9,-5.0744,-1.3756,6.4609,0.95833
7.2527e+05,1985,9,-8.1674,-1.797,8.5391,0.95833
7.2527e+05,1985,9,-8.2296,-3.2714,8.9917,1
7.2527e+05,1985,9,-7.9905,-4.7308,9.4522,0.95833
7.2527e+05,1985,9,-8.0374,-4.8609,9.7783,0.95833
7.2527e+05,1985,9,-9.0966,-3.0899,9.7958,1
7.2527e+05,1985,9,-5.0589,5.091,8.5545,0.91667
7.2527e+05,1985,9,-1.9631,8.7545,10.175,1
7.2527e+05,1985,9,0.043384,1.3529,2.7182,0.91667
7.2528e+05,1985,9,-1.9967,2.6663,3.8125,1
7.2528e+05,1985,9,1.8281,-0.92202,3.713,0.95833
7.2528e+05,1985,9,-0.61716,-6.8686,7.0273,0.91667
7.2528e+05,1985,9,-4.1442,-2.3939,5.0375,1
7.2528e+05,1985,9,-8.2583,1.335,8.4875,1
7.2528e+05,1985,9,-7.2197,2.7102,7.8042,1
7.2528e+05,1985,10,-1.3241,-6.648,7.22,0.83333
7.2528e+05,1985,10,-0.76993,-7.7942,7.9773,0.91667
7.2528e+05,1985,10,-1.0302,-5.1276,5.3522,0.95833
7.2528e+05,1985,10,-0.49431,-1.0981,3.2556,0.75
7.2529e+05,1985,10,3.8876,-3.6072,7.0733,0.625
7.2529e+05,1985,10,0,0,0,0
7.2529e+05,1985,10,0,0,0,0
7.2529e+05,1985,10,0,0,0,0
7.2529e+05,1985,10,0,0,0,0
7.2529e+05,1985,10,0,0,0,0
7.2529e+05,1985,10,-3.4069,-0.39955,3.5167,0.25
7.2529e+05,1985,10,-2.7903,1.1752,3.3625,1
7.2529e+05,1985,10,-2.3305,0.56101,2.8174,0.95833
7.2529e+05,1985,10,-3.3425,2.054,3.9958,1
7.253e+05,1985,10,-2.604,3.0563,4.0783,0.95833
7.253e+05,1985,10,-3.2733,0.89016,3.5348,0.95833
7.253e+05,1985,10,-6.2184,-0.22719,6.2625,1
7.253e+05,1985,10,-7.909,0.99269,7.9958,1
7.253e+05,1985,10,-7.4475,-0.15508,7.5083,1
7.253e+05,1985,10,-5.1164,-0.87261,5.3625,1
7.253e+05,1985,10,-3.039,-0.93882,3.6435,0.95833
7.253e+05,1985,10,-4.1136,1.7182,4.55,1
7.253e+05,1985,10,-4.3625,1.9822,4.8545,0.91667
7.253e+05,1985,10,-4.4514,-0.51815,4.9708,1
7.2531e+05,1985,10,-5.5989,-4.84,7.7292,1
7.2531e+05,1985,10,-8.0802,-5.5003,10.342,1
7.2531e+05,1985,10,-14.249,-2.503,14.792,1
7.2531e+05,1985,10,-9.3415,12.751,17.052,0.95833
7.2531e+05,1985,10,-2.2686,12.463,13.504,0.95833
7.2531e+05,1985,10,2.9291,9.5714,10.108,1
7.2531e+05,1985,10,8.1609,6.4069,14.404,1
7.2531e+05,1985,11,8.7024,-1.0547,8.9125,1
7.2531e+05,1985,11,-2.9647,-5.6285,7.8391,0.95833
7.2531e+05,1985,11,2.4788,-7.8682,8.6625,1
7.2532e+05,1985,11,5.6457,-8.0806,10.079,1
7.2532e+05,1985,11,3.7894,-5.9643,7.575,1
7.2532e+05,1985,11,0.14031,-0.09596,2.5696,0.95833
7.2532e+05,1985,11,3.328,4.8387,6.8292,1
7.2532e+05,1985,11,-3.4011,-4.3657,7.0708,1
7.2532e+05,1985,11,-5.2958,2.0814,5.7667,1
7.2532e+05,1985,11,-4.2615,1.6126,4.7083,1
7.2532e+05,1985,11,-4.2939,-1.0881,4.6208,1
7.2532e+05,1985,11,-3.0847,-1.0221,3.7429,0.875
